movie,production_budget,domestic_gross,worldwide_gross,Profit,Percent_Profit,Release_Month,Release_Year
Bridget Jones: The Edge Of Reason,50000000,40203020,263894551,213894551,4.27789102,Nov,2004
The Beach,50000000,39778599,39778599,-10221401,-0.20442802,Feb,2000
The Adventures of Sharkboy and Lavagirl in 3-D,50000000,39177684,69425966,19425966,0.38851932,Jun,2005
On Deadly Ground,50000000,38590458,38590458,-11409542,-0.22819084,Feb,1994
Ninja Assassin,50000000,38122883,62209892,12209892,0.24419784,Nov,2009
Raising Helen,50000000,37485528,49928680,-71320,-0.0014264,May,2004
The Nice Guys,50000000,36261763,59596747,9596747,0.19193494,May,2016
For Love of the Game,50000000,35188640,46112640,-3887360,-0.0777472,Sep,1999
Jack Frost,50000000,34645374,34645374,-15354626,-0.30709252,Dec,1998
Marmaduke,50000000,33644788,89895930,39895930,0.7979186,Jun,2010
Striptease,50000000,33109743,113309743,63309743,1.26619486,Jun,1996
Hereafter,50000000,32746941,108660270,58660270,1.1732054,Oct,2010
Murder by Numbers,50000000,31874869,56643267,6643267,0.13286534,Apr,2002
Assassins,50000000,30306268,83306268,33306268,0.66612536,Oct,1995
Zoolander 2,50000000,28848693,55348693,5348693,0.10697386,Feb,2016
Defiance,50000000,28644813,52987754,2987754,0.05975508,Jan,2009
Hannibal Rising,50000000,27669725,80583311,30583311,0.61166622,Feb,2007
The Story of Us,50000000,27100030,27100030,-22899970,-0.4579994,Oct,1999
The Host,50000000,26623701,64477051,14477051,0.28954102,Mar,2013
Basic,50000000,26599248,42598498,-7401502,-0.14803004,Mar,2003
Run All Night,50000000,26461644,66961644,16961644,0.33923288,Mar,2015
Blood Work,50000000,26199517,26199517,-23800483,-0.47600966,Aug,2002
The International,50000000,25450527,53850527,3850527,0.07701054,Feb,2009
Escape from L.A.,50000000,25426861,25426861,-24573139,-0.49146278,Aug,1996
Twisted,50000000,25195050,40119848,-9880152,-0.19760304,Feb,2004
The Life Aquatic with Steve Zissou,50000000,24006726,34806726,-15193274,-0.30386548,Dec,2004
The Iron Giant,50000000,23159305,31333917,-18666083,-0.37332166,Aug,1999
Hellboy,50000000,21903748,40725492,-9274508,-0.18549016,Apr,2019
Your Highness,50000000,21596445,26121638,-23878362,-0.47756724,Apr,2011
Snowden,50000000,21587519,35380918,-14619082,-0.29238164,Sep,2016
Dream House,50000000,21302340,41642166,-8357834,-0.16715668,Sep,2011
Free State of Jones,50000000,20810036,23237252,-26762748,-0.53525496,Jun,2016
Gamer,50000000,20534907,42002029,-7997971,-0.15995942,Sep,2009
Man of the House,50000000,19699706,22099706,-27900294,-0.55800588,Feb,2005
The Life of David Gale,50000000,19694635,28920188,-21079812,-0.42159624,Feb,2003
Beautiful Creatures,50000000,19452138,60282876,10282876,0.20565752,Feb,2013
Into the Blue,50000000,18782227,41982227,-8017773,-0.16035546,Sep,2005
Eastern Promises,50000000,17181265,56077088,6077088,0.12154176,Sep,2007
Baby's Day Out,50000000,16581575,16581575,-33418425,-0.6683685,Jul,1994
The Messenger: The Story of Joan of Arc,50000000,14271297,14271297,-35728703,-0.71457406,Nov,1999
Fair Game,50000000,11497497,26097497,-23902503,-0.47805006,Nov,1995
Drive Angry,50000000,10721033,41042583,-8957417,-0.17914834,Feb,2011
Mad City,50000000,10561038,10561038,-39438962,-0.78877924,Nov,1997
The Scarlet Letter,50000000,10359006,10359006,-39640994,-0.79281988,Oct,1995
Domino,50000000,10169202,23574057,-26425943,-0.52851886,Oct,2005
Jade,50000000,9812870,9812870,-40187130,-0.8037426,Oct,1995
Street Fighter: The Legend of Chun-Li,50000000,8742261,12660287,-37339713,-0.74679426,Feb,2009
Death to Smoochy,50000000,8355815,8374062,-41625938,-0.83251876,Mar,2002
Early Man,50000000,8267544,45285890,-4714110,-0.0942822,Feb,2018
The Boat That Rocked,50000000,8017467,37472651,-12527349,-0.25054698,Nov,2009
The Big Bounce,50000000,6471394,6626115,-43373885,-0.8674777,Jan,2004
What Planet Are You From?,50000000,6291602,6291602,-43708398,-0.87416796,Mar,2000
Child 44,50000000,1224330,8004221,-41995779,-0.83991558,Apr,2015
Outlander,50000000,166003,1250617,-48749383,-0.97498766,Jan,2009
Upside Down,50000000,102118,26387039,-23612961,-0.47225922,Mar,2013
Shanghai,50000000,46425,15505922,-34494078,-0.68988156,Oct,2015
The One,49000000,43905746,72689126,23689126,0.48345155102040815,Nov,2001
Chappie,49000000,31569268,105002056,56002056,1.1428991020408164,Mar,2015
The Adventures of Ford Fairlane,49000000,20423389,20423389,-28576611,-0.5831961428571428,Jul,1990
Anna Karenina,49000000,12816367,71004627,22004627,0.44907402040816324,Nov,2012
Indiana Jones and the Last Crusade,48000000,197171806,474171806,426171806,8.878579291666666,May,1989
The Ring,48000000,129094024,248218486,200218486,4.171218458333334,Oct,2002
Traffic,48000000,124107476,208300000,160300000,3.339583333333333,Dec,2000
Panic Room,48000000,95308367,196308367,148308367,3.089757645833333,Mar,2002
Taken 3,48000000,89256424,327656424,279656424,5.8261755,Jan,2015
The Thomas Crown Affair,48000000,69304264,124304264,76304264,1.5896721666666667,Aug,1999
Instant Family,48000000,67363237,119736188,71736188,1.4945039166666667,Nov,2018
The Bone Collector,48000000,66488090,151463090,103463090,2.1554810416666665,Nov,1999
Three Kings,48000000,60652036,107752036,59752036,1.2448340833333333,Oct,1999
Tooth Fairy,48000000,60022256,112610386,64610386,1.3460497083333334,Jan,2010
Rat Race,48000000,56607223,86607223,38607223,0.8043171458333334,Aug,2001
3:10 to Yuma,48000000,53606916,71171825,23171825,0.48274635416666667,Sep,2007
K-PAX,48000000,50315140,50315140,2315140,0.048232083333333335,Aug,2001
Kate and Leopold,48000000,47095453,70937778,22937778,0.477870375,Dec,2001
Bedazzled,48000000,37879996,90376224,42376224,0.882838,Oct,2000
Out of Sight,48000000,37562568,77562568,29562568,0.6158868333333334,Jun,1998
The Cotton Club,48000000,25928721,25928721,-22071279,-0.4598183125,Dec,1984
Rambo,47500000,42754105,112214531,64714531,1.3624111789473685,Jan,2008
The Infiltrator,47500000,15436808,20718104,-26781896,-0.5638293894736842,Jul,2016
Dick Tracy,47000000,103738726,162738726,115738726,2.462526085106383,Jun,1990
Arrival,47000000,100546139,203127894,156127894,3.321870085106383,Nov,2016
The Cable Guy,47000000,60240295,102825796,55825796,1.1877828936170214,Jun,1996
Earth,47000000,32011576,116773317,69773317,1.484538659574468,Apr,2009
Riding in Cars with Boys,47000000,29781453,29781453,-17218547,-0.36635206382978724,Oct,2001
Happily N'Ever After,47000000,15849032,37923818,-9076182,-0.19311025531914894,Jan,2007
Solaris,47000000,14970038,14970038,-32029962,-0.6814885531914894,Nov,2002
Jonah Hex,47000000,10547117,11022696,-35977304,-0.7654745531914894,Jun,2010
Mary Reilly,47000000,5707094,12900000,-34100000,-0.725531914893617,Feb,1996
Silence,46500000,7100177,23726626,-22773374,-0.48974997849462365,Dec,2016
Mr. Nobody,46500000,3622,22254,-46477746,-0.9995214193548387,Nov,2013
My Best Friend's Wedding,46000000,126813153,298923419,252923419,5.4983351956521735,Jun,1997
America's Sweethearts,46000000,93607673,160648493,114648493,2.492358543478261,Jul,2001
Star Trek: First Contact,46000000,92027888,150000000,104000000,2.260869565217391,Nov,1996
Insomnia,46000000,67263182,113622499,67622499,1.4700543260869565,May,2002
Prisoners,46000000,61002302,113402302,67402302,1.4652674347826087,Sep,2013
Courage Under Fire,46000000,59003384,100833145,54833145,1.1920248913043479,Jul,1996
Inchon,46000000,4408636,4408636,-41591364,-0.9041600869565217,Sep,1982
Liar Liar,45000000,181410615,302710615,257710615,5.726902555555555,Mar,1997
A Bug's Life,45000000,162798565,363095319,318095319,7.068784866666666,Nov,1998
Taken 2,45000000,139854287,377807404,332807404,7.395720088888889,Oct,2012
The Flintstones,45000000,130531208,358500000,313500000,6.966666666666667,May,1994
Scary Movie 3,45000000,110000082,155200000,110200000,2.448888888888889,Oct,2003
Miss Congeniality,45000000,106807667,213420951,168420951,3.7426878,Dec,2000
Pitch Perfect 3,45000000,104897530,185736412,140736412,3.1274758222222223,Dec,2017
Journey to the Center of the Earth,45000000,101704370,243180937,198180937,4.404020822222222,Jul,2008
The Pelican Brief,45000000,100768056,187995859,142995859,3.1776857555555558,Dec,1993
The Princess Diaries 2: Royal Engagement,45000000,95149435,122071435,77071435,1.7126985555555556,Aug,2004
The Bucket List,45000000,93466502,174807445,129807445,2.884609888888889,Dec,2007
The Client,45000000,92115211,117615211,72615211,1.6136713555555555,Jul,1994
The Muppets,45000000,88625922,160971922,115971922,2.5771538222222223,Nov,2011
Patriot Games,45000000,83287363,178100000,133100000,2.957777777777778,Jun,1992
Monster-in-Law,45000000,82931301,155931301,110931301,2.465140022222222,May,2005
Training Day,45000000,76261036,104505362,59505362,1.3223413777777777,Oct,2001
The Girl on the Train,45000000,75395035,174278214,129278214,2.8728492,Oct,2016
Galaxy Quest,45000000,71423726,90523726,45523726,1.0116383555555555,Dec,1999
Scary Movie 2,45000000,71277420,141189101,96189101,2.137535577777778,Jul,2001
Blade,45000000,70141876,131237688,86237688,1.9163930666666666,Aug,1998
Coach Carter,45000000,67264877,76665507,31665507,0.7036779333333333,Jan,2005
The Bounty Hunter,45000000,67061228,135808837,90808837,2.0179741555555557,Mar,2010
Changing Lanes,45000000,66790248,66790248,21790248,0.48422773333333335,Apr,2002
Anaconda,45000000,65598907,136998907,91998907,2.0444201555555557,Apr,1997
Underworld: Evolution,45000000,62318875,113417762,68417762,1.5203947111111111,Jan,2006
Coyote Ugly,45000000,60786269,113916474,68916474,1.5314772,Aug,2000
Love Actually,45000000,59472278,248505300,203505300,4.52234,Nov,2003
Jack,45000000,58617334,58617334,13617334,0.3026074222222222,Aug,1996
The Specialist,45000000,57362581,57362581,12362581,0.2747240222222222,Oct,1994
Office Christmas Party,45000000,54767494,91323299,46323299,1.0294066444444445,Dec,2016
Tin Cup,45000000,53854588,75854588,30854588,0.6856575111111111,Aug,1996
"Yours, Mine and Ours",45000000,53359917,72359917,27359917,0.6079981555555556,Nov,2005
Kicking and Screaming,45000000,52842724,55842724,10842724,0.2409494222222222,May,2005
The Hitchhiker's Guide to the Galaxy,45000000,51019112,102746214,57746214,1.2832492,Apr,2005
Resident Evil: Extinction,45000000,50648679,149871103,104871103,2.3304689555555558,Sep,2007
Fat Albert,45000000,48114556,48563556,3563556,0.07919013333333333,Dec,2004
Savages,45000000,47323100,82513490,37513490,0.8336331111111112,Jul,2012
The River Wild,45000000,46815000,94215000,49215000,1.0936666666666666,Sep,1994
Blended,45000000,46290741,127990741,82990741,1.8442386888888889,May,2014
All Eyez on Me,45000000,44922302,54876855,9876855,0.21948566666666666,Jun,2017
Last Holiday,45000000,38399961,43343247,-1656753,-0.03681673333333333,Jan,2006
16 Blocks,45000000,36895141,65595141,20595141,0.4576698,Mar,2006
The Indian in the Cupboard,45000000,35627222,35627222,-9372778,-0.20828395555555557,Jul,1995
Cellular,45000000,32003620,61475984,16475984,0.36613297777777776,Sep,2004
The Ant Bully,45000000,28142535,49610898,4610898,0.1024644,Jul,2006
Johnny English,45000000,28013509,163126676,118126676,2.6250372444444445,Jul,2003
Dune,45000000,27447471,27447471,-17552529,-0.3900562,Dec,1984
Aliens in the Attic,45000000,25200412,59551283,14551283,0.32336184444444444,Jul,2009
Across the Universe,45000000,24343673,29367143,-15632857,-0.34739682222222223,Sep,2007
Revolutionary Road,45000000,22951340,79604820,34604820,0.768996,Dec,2008
Babylon A.D.,45000000,22532572,70216497,25216497,0.5603666,Aug,2008
Frankenstein,45000000,22006296,112006296,67006296,1.4890288,Nov,1994
The Glimmer Man,45000000,20404841,36404841,-8595159,-0.19100353333333334,Oct,1996
Multiplicity,45000000,20133326,20133326,-24866674,-0.5525927555555555,Jul,1996
UglyDolls,45000000,19894664,24644664,-20355336,-0.4523408,May,2019
The Pledge,45000000,19719930,29406132,-15593868,-0.3465304,Jan,2001
The Producers: The Movie Musical,45000000,19398532,32952995,-12047005,-0.2677112222222222,Dec,2005
The Phantom,45000000,17220599,17220599,-27779401,-0.6173200222222223,Jun,1996
